lith_word_studied,eng_word_studied,participant_id,delay_group,study1_start,study2_start,study3_start,study4_start,study5_start,jol_start,recall_start,jol_value,eng_word_response,recall_accuracy,study_test_lag
dirzas,belt,A14,A,1465935150,1465936012,1465936772,1465937519,1465938181,1465938864,1465939148,55,iron,0,16.11666667
pupa,bean,A14,A,1465935162,1465935961,1465936732,1465937559,1465938205,1465938858,1465939150,45,unsure,0,15.75
nafta,oil,A14,A,1465935178,1465935976,1465936746,1465937531,1465938219,1465938855,1465939136,36,unsure,0,15.28333333
sausainis,cookie,A14,A,1465935188,1465936068,1465936859,1465937624,1465938276,1465938878,1465939157,91,unsure,0,14.68333333
purvas,dirt,A14,A,1465935199,1465936078,1465936827,1465937612,1465938286,1465938882,1465939185,45,iron,0,14.98333333
traukinys,train,A14,A,1465935209,1465936024,1465936801,1465937583,1465938254,1465938874,1465939153,100,train,1,14.98333333
arbata,tea,A14,A,1465935219,1465936040,1465936843,1465937634,1465938240,1465938867,1465939155,100,tea,1,15.25
smuikas,violin,A14,A,1465935235,1465936056,1465936817,1465937599,1465938266,1465938870,1465939189,19,unsure,0,15.38333333
burna,mouth,A14,A,1465935251,1465936153,1465936901,1465937698,1465938355,1465938888,1465939203,4,unsure,0,14.13333333
daina,song,A14,A,1465935261,1465936137,1465936871,1465937684,1465938343,1465938899,1465939218,78,forgot,0,14.58333333
zele,jelly,A14,A,1465935277,1465936121,1465936928,1465937648,1465938328,1465938896,1465939192,100,jelly,1,14.4
kriaukle,sink,A14,A,1465935287,1465936105,1465936912,1465937658,1465938300,1465938892,1465939206,68,water,0,15.1
kamuolys,ball,A14,A,1465935297,1465936089,1465936885,1465937670,1465938314,1465938885,1465939222,100,ball,1,15.13333333
gelezis,iron,A14,A,1465935308,1465936226,1465937000,1465937757,1465938421,1465938903,1465939232,64,iron,1,13.51666667
kardas,sword,A14,A,1465935324,1465936165,1465936990,1465937773,1465938411,1465938915,1465939236,94,sword,1,13.75
tiltas,bridge,A14,A,1465935338,1465936210,1465936960,1465937741,1465938369,1465938912,1465939240,77,bridge,1,14.51666667
smegenys,brain,A14,A,1465935348,1465936193,1465936976,1465937727,1465938395,1465938909,1465939229,73,brain,1,13.9
sesuo,sister,A14,A,1465935364,1465936179,1465936944,1465937710,1465938383,1465938906,1465939227,100,sister,1,14.06666667
padazas,gravy,A14,A,1465935380,1465936236,1465937037,1465937785,1465938474,1465938935,1465939259,5,unsure,0,13.08333333
plyta,brick,A14,A,1465935392,1465936264,1465937020,1465937817,1465938490,1465938918,1465939245,89,unsure,0,12.58333333
lova,bed,A14,A,1465935404,1465936284,1465937051,1465937829,1465938433,1465938921,1465939243,100,bed,1,13.5
upe,river,A14,A,1465935419,1465936250,1465937010,1465937805,1465938445,1465938931,1465939250,100,rain,0,13.41666667
kirvis,axe,A14,A,1465935429,1465936274,1465937065,1465937795,1465938462,1465938924,1465939248,24,unsure,0,13.1
kunigas,priest,A14,A,1465935443,1465936343,1465937085,1465937902,1465938528,1465938942,1465939261,0,iron,0,12.21666667
knyga,book,A14,A,1465935459,1465936321,1465937075,1465937858,1465938540,1465938947,1465939264,87,book,1,12.06666667
varpas,bell,A14,A,1465935469,1465936308,1465937095,1465937874,1465938552,1465938953,1465939273,64,unsure,0,12.01666667
miestas,city,A14,A,1465935483,1465936298,1465937109,1465937842,1465938502,1465938950,1465939271,100,city,1,12.81666667
lietus,rain,A14,A,1465935497,1465936331,1465937119,1465937888,1465938512,1465938939,1465939268,44,unsure,0,12.6
batas,shoe,A14,A,1465935511,1465936367,1465937164,1465937950,1465938566,1465938967,1465939275,100,shoe,1,11.81666667
karalius,king,A14,A,1465935527,1465936407,1465937180,1465937912,1465938599,1465938964,1465939278,100,king,1,11.31666667
akis,eye,A14,A,1465935540,1465936393,1465937152,1465937961,1465938577,1465938970,1465939289,94,eye,1,11.86666667
masina,car,A14,A,1465935552,1465936383,1465937194,1465937940,1465938613,1465938956,1465939281,9,unsure,0,11.13333333
pinigine,wallet,A14,A,1465935564,1465936357,1465937136,1465937924,1465938589,1465938960,1465939284,45,unsure,0,11.58333333
laikrodis,clock,A14,A,1465935574,1465936436,1465937232,1465938023,1465938675,1465938986,1465939297,100,clock,1,10.36666667
laiptelis,stair,A14,A,1465935586,1465936421,1465937222,1465937973,1465938645,1465938976,1465939291,23,unsure,0,10.76666667
kumpis,ham,A14,A,1465935602,1465936472,1465937210,1465937987,1465938659,1465938983,1465939294,97,ham,1,10.58333333
duona,bread,A14,A,1465935614,1465936452,1465937244,1465938011,1465938629,1465938979,1465939300,23,unsure,0,11.18333333
vaistas,drug,A14,A,1465935628,1465936462,1465937257,1465937999,1465938692,1465938989,1465939302,47,unsure,0,10.16666667
pastatas,building,A15,A,1468428191,1468428833,1468429385,1468430029,1468430624,1468431341,1468431684,100,building,1,17.66666667
mesa,meat,A15,A,1468428203,1468428807,1468429441,1468429999,1468430649,1468431337,1468431690,100,meat,1,17.35
kreida,chalk,A15,A,1468428217,1468428791,1468429401,1468430049,1468430638,1468431332,1468431696,100,chalk,1,17.63333333
bugnas,drum,A15,A,1468428231,1468428821,1468429415,1468430039,1468430659,1468431348,1468431693,100,drum,1,17.23333333
muilas,soap,A15,A,1468428243,1468428847,1468429431,1468430015,1468430669,1468431344,1468431700,100,soap,1,17.18333333
rusys,basement,A15,A,1468428259,1468428889,1468429481,1468430092,1468430697,1468431352,1468431703,100,basement,1,16.76666667
mokykla,school,A15,A,1468428274,1468428901,1468429510,1468430116,1468430733,1468431365,1468431706,100,school,1,16.21666667
dirzas,belt,A15,A,1468428290,1468428912,1468429494,1468430063,1468430685,1468431369,1468431714,100,belt,1,17.15
pupa,bean,A15,A,1468428302,1468428861,1468429453,1468430104,1468430709,1468431361,1468431717,100,bean,1,16.8
nafta,oil,A15,A,1468428318,1468428875,1468429467,1468430076,1468430723,1468431355,1468431711,100,oil,1,16.46666667
sausainis,cookie,A15,A,1468428328,1468428968,1468429580,1468430168,1468430780,1468431390,1468431726,100,cookie,1,15.76666667
purvas,dirt,A15,A,1468428338,1468428978,1468429548,1468430156,1468430790,1468431399,1468431729,100,dirt,1,15.65
traukinys,train,A15,A,1468428348,1468428924,1468429522,1468430128,1468430758,1468431381,1468431720,100,train,1,16.03333333
arbata,tea,A15,A,1468428358,1468428940,1468429564,1468430178,1468430743,1468431374,1468431723,100,tea,1,16.33333333
smuikas,violin,A15,A,1468428375,1468428956,1468429538,1468430144,1468430770,1468431377,1468431734,100,violin,1,16.06666667
burna,mouth,A15,A,1468428391,1468429053,1468429623,1468430243,1468430858,1468431418,1468431742,100,mouth,1,14.73333333
daina,song,A15,A,1468428401,1468429037,1468429592,1468430229,1468430846,1468431433,1468431748,100,song,1,15.03333333
zele,jelly,A15,A,1468428417,1468429021,1468429649,1468430193,1468430832,1468431429,1468431739,100,jelly,1,15.11666667
kriaukle,sink,A15,A,1468428427,1468429004,1468429633,1468430203,1468430804,1468431421,1468431745,100,sink,1,15.68333333
kamuolys,ball,A15,A,1468428437,1468428988,1468429607,1468430215,1468430818,1468431402,1468431750,100,ball,1,15.53333333
gelezis,iron,A15,A,1468428447,1468429125,1468429722,1468430301,1468430925,1468431436,1468431761,100,iron,1,13.93333333
kardas,sword,A15,A,1468428463,1468429065,1468429711,1468430318,1468430915,1468431452,1468431764,100,sword,1,14.15
tiltas,bridge,A15,A,1468428478,1468429109,1468429681,1468430285,1468430873,1468431448,1468431769,100,bridge,1,14.93333333
smegenys,brain,A15,A,1468428488,1468429093,1468429697,1468430271,1468430899,1468431444,1468431758,100,brain,1,14.31666667
sesuo,sister,A15,A,1468428504,1468429079,1468429665,1468430255,1468430887,1468431440,1468431753,100,sister,1,14.43333333
padazas,gravy,A15,A,1468428520,1468429136,1468429758,1468430330,1468430977,1468431469,1468431785,100,gravy,1,13.46666667
plyta,brick,A15,A,1468428532,1468429164,1468429742,1468430362,1468430994,1468431455,1468431776,100,brick,1,13.03333333
lova,bed,A15,A,1468428544,1468429184,1468429772,1468430374,1468430937,1468431459,1468431774,100,bed,1,13.95
upe,river,A15,A,1468428558,1468429150,1468429732,1468430350,1468430949,1468431465,1468431782,100,river,1,13.88333333
kirvis,axe,A15,A,1468428568,1468429174,1468429786,1468430340,1468430965,1468431462,1468431779,100,axe,1,13.56666667
kunigas,priest,A15,A,1468428582,1468429242,1468429806,1468430447,1468431032,1468431477,1468431795,100,priest,1,12.71666667
knyga,book,A15,A,1468428599,1468429220,1468429796,1468430402,1468431044,1468431482,1468431799,100,book,1,12.58333333
varpas,bell,A15,A,1468428609,1468429208,1468429816,1468430418,1468431056,1468431487,1468431809,100,bell,1,12.55
miestas,city,A15,A,1468428623,1468429198,1468429831,1468430386,1468431006,1468431484,1468431805,100,city,1,13.31666667
lietus,rain,A15,A,1468428637,1468429230,1468429841,1468430433,1468431016,1468431473,1468431802,100,rain,1,13.1
batas,shoe,A15,A,1468428651,1468429267,1468429885,1468430495,1468431070,1468431502,1468431812,100,shoe,1,12.36666667
karalius,king,A15,A,1468428667,1468429307,1468429901,1468430457,1468431103,1468431494,1468431815,100,king,1,11.86666667
akis,eye,A15,A,1468428679,1468429293,1468429873,1468430505,1468431080,1468431505,1468431826,100,eye,1,12.43333333
masina,car,A15,A,1468428691,1468429283,1468429915,1468430485,1468431117,1468431490,1468431818,100,car,1,11.68333333
pinigine,wallet,A15,A,1468428703,1468429257,1468429857,1468430469,1468431092,1468431492,1468431821,100,wallet,1,12.15
laikrodis,clock,A15,A,1468428714,1468429335,1468429954,1468430568,1468431179,1468431518,1468431834,100,clock,1,10.91666667
laiptelis,stair,A15,A,1468428726,1468429321,1468429944,1468430517,1468431149,1468431507,1468431828,100,stair,1,11.31666667
kumpis,ham,A15,A,1468428742,1468429372,1468429931,1468430531,1468431163,1468431515,1468431831,100,ham,1,11.13333333
duona,bread,A15,A,1468428754,1468429351,1468429966,1468430556,1468431133,1468431511,1468431837,100,bread,1,11.73333333
vaistas,drug,A15,A,1468428768,1468429362,1468429978,1468430544,1468431195,1468431522,1468431841,100,drug,1,10.76666667
pastatas,building,A16,A,1470770817,1470771541,1470772141,1470772903,1470773515,1470774268,1470774598,100,building,1,18.05
mesa,meat,A16,A,1470770829,1470771515,1470772197,1470772873,1470773539,1470774264,1470774605,100,meat,1,17.76666667
kreida,chalk,A16,A,1470770843,1470771498,1470772157,1470772923,1470773529,1470774256,1470774640,100,chalk,1,18.51666667
bugnas,drum,A16,A,1470770857,1470771529,1470772171,1470772913,1470773549,1470774275,1470774609,100,unsure,0,17.66666667
muilas,soap,A16,A,1470770869,1470771555,1470772187,1470772889,1470773560,1470774272,1470774643,100,soap,1,18.05
rusys,basement,A16,A,1470770886,1470771597,1470772238,1470772966,1470773588,1470774278,1470774647,100,basement,1,17.65
mokykla,school,A16,A,1470770900,1470771609,1470772266,1470772990,1470773624,1470774289,1470774650,50,school,1,17.1
dirzas,belt,A16,A,1470770916,1470771619,1470772250,1470772937,1470773576,1470774294,1470774655,50,belt,1,17.98333333
pupa,bean,A16,A,1470770928,1470771569,1470772210,1470772978,1470773600,1470774284,1470774658,100,bean,1,17.63333333
nafta,oil,A16,A,1470770944,1470771583,1470772224,1470772949,1470773614,1470774281,1470774653,100,oil,1,17.31666667
sausainis,cookie,A16,A,1470770954,1470771676,1470772337,1470773042,1470773671,1470774310,1470774666,30,cookie,1,16.58333333
purvas,dirt,A16,A,1470770964,1470771686,1470772304,1470773030,1470773681,1470774315,1470774671,40,unsure,0,16.5
traukinys,train,A16,A,1470770974,1470771632,1470772278,1470773002,1470773648,1470774306,1470774660,100,train,1,16.86666667
arbata,tea,A16,A,1470770985,1470771648,1470772320,1470773052,1470773634,1470774298,1470774663,100,tea,1,17.15
smuikas,violin,A16,A,1470771001,1470771664,1470772294,1470773018,1470773660,1470774301,1470774706,100,violin,1,17.43333333
burna,mouth,A16,A,1470771017,1470771761,1470772379,1470773117,1470773749,1470774323,1470774717,100,mouth,1,16.13333333
daina,song,A16,A,1470771027,1470771745,1470772349,1470773103,1470773737,1470774334,1470774755,50,song,1,16.96666667
zele,jelly,A16,A,1470771043,1470771728,1470772405,1470773066,1470773723,1470774331,1470774714,100,jelly,1,16.51666667
kriaukle,sink,A16,A,1470771053,1470771712,1470772389,1470773077,1470773695,1470774326,1470774719,40,unsure,0,17.06666667
kamuolys,ball,A16,A,1470771063,1470771696,1470772363,1470773089,1470773709,1470774318,1470774761,40,unsure,0,17.53333333
gelezis,iron,A16,A,1470771073,1470771833,1470772478,1470773175,1470773816,1470774339,1470774817,30,unsure,0,16.68333333
kardas,sword,A16,A,1470771090,1470771773,1470772468,1470773191,1470773806,1470774353,1470774869,40,unsure,0,17.71666667
tiltas,bridge,A16,A,1470771104,1470771817,1470772437,1470773159,1470773763,1470774349,1470774916,100,bridge,1,19.21666667
smegenys,brain,A16,A,1470771114,1470771801,1470772454,1470773145,1470773790,1470774347,1470774815,100,brain,1,17.08333333
sesuo,sister,A16,A,1470771130,1470771787,1470772421,1470773129,1470773777,1470774343,1470774811,100,sister,1,17.23333333
padazas,gravy,A16,A,1470771146,1470771843,1470772514,1470773204,1470773868,1470774370,1470774973,45,unsure,0,18.41666667
plyta,brick,A16,A,1470771158,1470771872,1470772498,1470773236,1470773884,1470774357,1470774922,90,brick,1,17.3
lova,bed,A16,A,1470771170,1470771892,1470772528,1470773248,1470773828,1470774361,1470774920,100,bed,1,18.2
upe,river,A16,A,1470771184,1470771857,1470772488,1470773224,1470773840,1470774368,1470774969,100,river,1,18.81666667
kirvis,axe,A16,A,1470771194,1470771882,1470772542,1470773214,1470773856,1470774364,1470774924,41,unsure,0,17.8
kunigas,priest,A16,A,1470771209,1470771950,1470772563,1470773321,1470773923,1470774378,1470774995,10,ham,0,17.86666667
knyga,book,A16,A,1470771225,1470771928,1470772552,1470773276,1470773935,1470774383,1470775003,20,book,1,17.8
varpas,bell,A16,A,1470771235,1470771916,1470772573,1470773292,1470773947,1470774392,1470775056,89,unsure,0,18.48333333
miestas,city,A16,A,1470771249,1470771906,1470772587,1470773260,1470773896,1470774388,1470775008,90,unsure,0,18.53333333
lietus,rain,A16,A,1470771263,1470771938,1470772597,1470773306,1470773907,1470774375,1470775006,100,rain,1,18.31666667
batas,shoe,A16,A,1470771277,1470771975,1470772641,1470773369,1470773961,1470774407,1470775099,100,shoe,1,18.96666667
karalius,king,A16,A,1470771293,1470772015,1470772657,1470773331,1470773993,1470774403,1470775104,71,priest,0,18.51666667
akis,eye,A16,A,1470771305,1470772001,1470772629,1470773379,1470773971,1470774410,1470775131,100,eye,1,19.33333333
masina,car,A16,A,1470771317,1470771991,1470772672,1470773359,1470774007,1470774396,1470775117,87,car,1,18.5
pinigine,wallet,A16,A,1470771330,1470771964,1470772613,1470773343,1470773983,1470774399,1470775122,11,unsue,0,18.98333333
laikrodis,clock,A16,A,1470771340,1470772043,1470772710,1470773442,1470774070,1470774424,1470775150,49,clock,1,18
laiptelis,stair,A16,A,1470771352,1470772029,1470772700,1470773391,1470774040,1470774413,1470775133,42,stair,1,18.21666667
kumpis,ham,A16,A,1470771368,1470772079,1470772688,1470773405,1470774054,1470774421,1470775141,29,unsure,0,18.11666667
duona,bread,A16,A,1470771380,1470772059,1470772722,1470773430,1470774024,1470774418,1470775153,24,unsure,0,18.81666667
vaistas,drug,A16,A,1470771394,1470772069,1470772734,1470773417,1470774086,1470774429,1470775201,71,unsure,0,18.58333333
pastatas,building,A17,A,1470855890,1470856592,1470857240,1470857927,1470858552,1470859337,1470859658,20,building,1,18.43333333
mesa,meat,A17,A,1470855902,1470856566,1470857297,1470857897,1470858577,1470859332,1470859667,20,meat,1,18.16666667
kreida,chalk,A17,A,1470855916,1470856550,1470857256,1470857947,1470858566,1470859323,1470859677,49,chalk,1,18.51666667
bugnas,drum,A17,A,1470855930,1470856580,1470857270,1470857937,1470858587,1470859346,1470859673,10,unsure,0,18.1
muilas,soap,A17,A,1470855942,1470856606,1470857286,1470857913,1470858597,1470859341,1470859681,60,soap,1,18.06666667
rusys,basement,A17,A,1470855958,1470856648,1470857337,1470857990,1470858625,1470859351,1470859685,9,building,0,17.66666667
mokykla,school,A17,A,1470855973,1470856660,1470857365,1470858014,1470858661,1470859362,1470859689,21,school,1,17.13333333
dirzas,belt,A17,A,1470855989,1470856671,1470857349,1470857962,1470858613,1470859366,1470859695,20,belt,1,18.03333333
pupa,bean,A17,A,1470856001,1470856620,1470857309,1470858002,1470858637,1470859359,1470859698,30,bean,1,17.68333333
nafta,oil,A17,A,1470856017,1470856634,1470857323,1470857974,1470858651,1470859355,1470859693,30,oil,1,17.36666667
sausainis,cookie,A17,A,1470856027,1470856727,1470857436,1470858066,1470858708,1470859381,1470859706,20,cookie,1,16.63333333
purvas,dirt,A17,A,1470856037,1470856737,1470857403,1470858054,1470858718,1470859387,1470859709,11,dirt,1,16.51666667
traukinys,train,A17,A,1470856047,1470856683,1470857377,1470858026,1470858686,1470859377,1470859700,11,train,1,16.9
arbata,tea,A17,A,1470856057,1470856699,1470857420,1470858077,1470858671,1470859369,1470859703,30,tea,1,17.2
smuikas,violin,A17,A,1470856074,1470856715,1470857393,1470858042,1470858698,1470859373,1470859712,10,unsure,0,16.9
burna,mouth,A17,A,1470856090,1470856812,1470857478,1470858141,1470858786,1470859394,1470859718,11,unsure,0,15.53333333
daina,song,A17,A,1470856100,1470856796,1470857448,1470858127,1470858774,1470859406,1470859729,15,song,1,15.91666667
zele,jelly,A17,A,1470856116,1470856780,1470857504,1470858091,1470858760,1470859402,1470859715,40,jelly,1,15.91666667
kriaukle,sink,A17,A,1470856126,1470856763,1470857488,1470858101,1470858732,1470859397,1470859722,21,sink,1,16.5
kamuolys,ball,A17,A,1470856136,1470856747,1470857462,1470858113,1470858746,1470859390,1470859733,0,unsure,0,16.45
gelezis,iron,A17,A,1470856146,1470856884,1470857577,1470858200,1470858853,1470859410,1470859745,14,unsure,0,14.86666667
